person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Ladislau Mazilescu,ladislaumazilescu,ladislaumazilescu@post.ro,1250109075733,1963-06-28,"Intrarea Aanei, Moldova Veche, 510475",0250 715 899,cc:aa:e4:e2:a6:da,75.244.62.145,RO16NGQL1143495194529895,2025-06-25 14:50:51,16654,929,243,779828,8cfc6450-568f-4e14-bf83-197f50d1dbb3
Marcela Stoica,marcelastoica,marcelastoica@zzup.ro,3641221317635,1940-12-12,"Strada Ionescu, Fagaras, 100678",0759 247 224,14:c7:84:7b:91:4b,200.33.223.67,RO88JVFF9789083690516990,2025-06-25 14:50:51,20453,952,675,1681393,6a166cb0-3f7f-474d-be33-f022537bba59
Alina Aanei,alinaaanei,alinaaanei@kappa.ro,3610230173226,1944-03-25,"Intrarea Leana Ionescu, Resita, 996358",0756 486 152,ca:a2:13:1e:f1:48,153.212.157.78,RO45NZFK8036178793130773,2025-06-25 14:50:51,9185,560,161,1879651,2d548111-38aa-467d-a52b-d9a1f95d0bd8
Domnica Voinea,domnicavoinea,domnicavoinea@acasa.ro,5771217188802,2024-03-18,"Bulevardul Silvian Stoica Nr. 120 Bl. 36  Sc. 41 Ap. 866, Sangeorgiu de Mures, 928488",0250 876 346,8e:a4:5a:5b:d4:a0,187.243.2.91,RO63DGOR4351071707520105,2025-06-25 14:50:51,22197,669,93,512785,d8063b3f-b979-4f8c-b1f9-50dbcac697b4
Ludovic Mocanu,ludovicmocanu,ludovicmocanu@kappa.ro,2081222254840,1950-12-27,"Bulevardul Pamela Tudor Nr. 97 Bl. 75  Sc. 24 Ap. 628, Siret, 980844",0242 187 697,1e:38:e9:8d:e8:0a,46.13.124.70,RO24WXFI2629038992649738,2025-06-25 14:50:51,19073,637,153,1801577,cd59714d-7968-4561-8139-8111e8511410
Radu Mazilescu,radumazilescu,radumazilescu@141.ro,1880613225728,1917-08-08,"Aleea Nistor Nr. 558 Bl. 81  Sc. 77 Ap. 403, Arad, 123729",0748 158 952,d0:3f:f5:c4:ca:49,56.226.79.233,RO57ITOD9330032266860858,2025-06-25 14:50:51,13471,345,462,1906185,a22c3032-2fc7-4f99-9d88-db36e050ea8e
Demetra Dima,demetradima,demetradima@post.ro,4160726270655,1961-09-06,"Soseaua Alice Diaconescu Nr. 190, Oravita, 743861",0754 510 869,ae:e6:af:57:24:19,128.126.124.71,RO09VLXR5812396309262001,2025-06-25 14:50:51,1106,99,790,1054347,de8fe577-9644-4f81-b62c-c2821e9027e1
Teona Ababei,teonaababei,teonaababei@zzup.ro,3341125348020,1996-10-12,"Soseaua Voinea Nr. 16, Valea lui Mihai, 235446",0724 142 754,da:fd:ff:42:4c:46,182.70.80.71,RO54YWTN3392628942085338,2025-06-25 14:50:51,30311,215,198,434455,f806456e-8995-4478-9232-a6035ba3cc43
Ilona Albu,ilonaalbu,ilonaalbu@kappa.ro,5701022173045,2011-02-27,"Bulevardul Albu, Falticeni, 226792",0762 547 625,02:58:25:40:0d:a6,55.0.177.189,RO27RGHY7796846022268125,2025-06-25 14:50:51,6793,246,67,693245,c3cbebce-189b-4112-b879-ec154b59c836
Cătălin Ionescu,cătălinionescu,cătălinionescu@141.ro,5731209458254,1987-12-30,"Strada Mocanu Nr. 93 Bl. 83  Sc. 15 Ap. 243, Jilava, 652372",0249 298 717,bc:4a:b3:86:ac:e8,99.154.187.202,RO52LLWS7678981890737034,2025-06-25 14:50:51,20772,49,393,48474,fa437d0d-c3ce-453d-af52-5d5551df9add
Anuța Georgescu,anuțageorgescu,anuțageorgescu@email.ro,3411206062888,1951-09-06,"Soseaua Nae Dinu Nr. 645 Bl. 45  Sc. 31 Ap. 559, Victoria, 614015",0763 422 549,82:80:33:34:ed:d6,219.147.169.254,RO31GZHF6038781778243630,2025-06-25 14:50:51,13867,88,371,1246146,8eca2b92-d84f-41f9-9ad2-ce5c5bc2e4cb
Dorli Pop,dorlipop,dorlipop@kappa.ro,7651031202971,1934-08-12,"Intrarea Manole, Horodnic de Sus, 358751",0234 797 722,b0:58:55:f9:db:1f,163.233.253.48,RO20CUNR7053840801913840,2025-06-25 14:50:51,3329,201,289,1225861,fcf097a7-0021-4e68-886f-27505be62d77
Sorin Niță,sorinniță,sorinniță@kappa.ro,5910416056481,1978-01-04,"Strada Floriana Nistor, Breaza de Sus, 679681",0237 144 021,10:22:2d:06:aa:dd,7.128.118.91,RO48XPQG6714043319685473,2025-06-25 14:50:51,30060,931,437,878094,663a3d64-47a8-4f3d-8bd1-bcdda9a05dae
Romulus Albu,romulusalbu,romulusalbu@email.ro,8790313082122,1995-08-27,"Intrarea Toma Nr. 658, Curtea de Arges, 657393",0739 973 492,3c:9b:68:56:c5:19,27.51.123.88,RO14OEHQ2461819505312825,2025-06-25 14:50:51,15996,148,369,897157,43131679-3803-481f-835b-25a8943c7d89
Iridenta Florea,iridentaflorea,iridentaflorea@kappa.ro,1621027180705,1945-11-18,"Strada Marin Nr. 590 Bl. 54  Sc. 12 Ap. 939, Targu Lapus, 773419",0762 366 382,2a:06:b3:e3:b0:1e,71.59.222.48,RO55ECAR0393841041183105,2025-06-25 14:50:51,642,910,171,511008,58dea578-9046-4bdd-8968-62a50370b87f
Ica Mocanu,icamocanu,icamocanu@zzup.ro,7990618166483,1934-08-14,"Aleea Tabacu Nr. 366, Bumbesti-Jiu, 440754",0268 690 320,da:d0:d2:14:33:db,103.128.128.64,RO05ZXMM2749518719312533,2025-06-25 14:50:51,14519,854,637,1510192,9117d7cf-5a7f-42e0-a7fb-9f670a9cf3bd
Cristobal Dobre,cristobaldobre,cristobaldobre@gmail.com,4840119172709,1946-06-19,"Soseaua Mihai Stoica Nr. 191, Ianca, 888782",0727 385 773,74:f6:5a:69:78:39,155.130.25.82,RO34DMIZ9370009526889312,2025-06-25 14:50:51,23512,484,178,1808024,e788b209-d92d-4401-84e3-64da67992c73
Venera Suciu,venerasuciu,venerasuciu@acasa.ro,4360105510345,1996-12-18,"Intrarea Pușcașu Nr. 21, Bailesti, 424001",0232 038 162,0a:fb:66:1c:3a:65,146.181.23.152,RO22AYWO1362308487178985,2025-06-25 14:50:51,34281,71,427,135057,44b77b0f-ea67-4763-a263-97957d44b686
Venera Pop,venerapop,venerapop@email.ro,5960226083805,1999-11-29,"Bulevardul Eva Dochioiu Nr. 591 Bl. 48  Sc. 76 Ap. 415, Turnu Magurele, 873966",0251 726 418,0c:28:d1:41:73:b3,57.120.208.123,RO70UCUV7975278760402436,2025-06-25 14:50:51,30052,927,550,786875,116a7e14-5f14-4280-8607-c47cc306ff42
Grațian Tabacu,grațiantabacu,grațiantabacu@zzup.ro,1630110206135,1971-04-29,"Soseaua Dima Nr. 72 Bl. 84  Sc. 20 Ap. 983, Rovinari, 616591",0753 113 735,32:03:ef:6f:4a:22,19.68.182.21,RO22YZTK1600907467624050,2025-06-25 14:50:51,25591,362,297,1973756,80a54598-011b-4a90-8ac5-4bc82876e005
Tinca Eftimie,tincaeftimie,tincaeftimie@zzup.ro,1860526137306,1927-04-19,"Bulevardul Ene, Giarmata, 963598",0239 946 218,ac:36:dd:9b:39:ab,141.197.62.215,RO93YOAP2626490781977735,2025-06-25 14:50:51,31842,283,436,1202547,49a921b6-2c5c-45be-a6bb-1c23a2e620c1
Melina Popa,melinapopa,melinapopa@gmail.com,6250615097522,1958-08-19,"Bulevardul Stănescu Nr. 12 Bl. 12  Sc. 64 Ap. 777, Calarasi, 125307",0738 230 609,28:db:89:38:cc:44,35.125.52.99,RO47ACEM2839925687862877,2025-06-25 14:50:51,30590,997,28,518413,ad52fa9c-fac2-49a1-b850-a521195ba127
Augustina Ioniță,augustinaioniță,augustinaioniță@acasa.ro,8250317193616,2002-09-28,"Strada Renata Niță Nr. 12 Bl. 64  Sc. 62 Ap. 344, Afumati, 131759",0236 410 680,86:1d:41:f6:99:45,35.125.152.89,RO61HOZV9880694341866703,2025-06-25 14:50:51,8088,960,675,222099,e0d830c6-5e34-46dd-9377-7828dcc39c6b
Florina Ioniță,florinaioniță,florinaioniță@kappa.ro,3810930326046,1991-07-15,"Bulevardul Aanei, Baciu, 968489",0733 727 316,00:70:5f:b3:d7:67,43.240.200.218,RO81FUQP7666982897093895,2025-06-25 14:50:51,16425,531,402,1589608,26e9b771-7204-4c16-8751-485a0863bc74
Zeno Nemeș,zenonemeș,zenonemeș@acasa.ro,2630103511262,1982-07-15,"Drumul Eftimie Nr. 68 Bl. 92  Sc. 73 Ap. 751, Bosanci, 943943",0767 510 717,10:9e:a6:5d:46:99,9.5.192.78,RO11WARC7489200062345786,2025-06-25 14:50:51,11247,407,253,4204,2f3da443-3128-4021-8c8f-5bda88545f15
Radu Preda,radupreda,radupreda@141.ro,5601213381531,1933-11-12,"Aleea Gherghina Dima Nr. 948, Harlau, 445921",0745 544 447,84:ac:99:68:5b:59,203.99.125.82,RO69ACBJ9101952105719636,2025-06-25 14:50:51,22108,554,323,1970882,7bf38d1a-0c50-49b7-a07d-5a6ecf979ee5
Cristofor Diaconescu,cristofordiaconescu,cristofordiaconescu@141.ro,2121105094278,1947-12-05,"Aleea Tabacu Nr. 96 Bl. 50  Sc. 84 Ap. 498, Sighisoara, 343975",0755 636 628,92:a3:89:a0:9d:ff,151.117.196.224,RO82QJYR7891707020738961,2025-06-25 14:50:51,30699,68,227,357492,fc058c72-26e1-4218-b38e-ce25f42c252f
Florența Ababei,florențaababei,florențaababei@gmail.com,7100701324371,1971-06-30,"Drumul Stancu Nr. 259, Ludus, 270137",0784 014 796,24:4f:1d:48:86:e5,201.133.178.17,RO22BISK7526700286066682,2025-06-25 14:50:51,54,339,140,215479,ddb79512-082c-4a82-a160-b5492e3f309d
Cleopatra Mocanu,cleopatramocanu,cleopatramocanu@post.ro,6030324443204,1999-12-07,"Aleea Tudor Nr. 744 Bl. 90  Sc. 17 Ap. 108, Aiud, 903324",0740 526 359,42:09:a0:62:61:52,84.26.200.129,RO84CNAW1144505172818538,2025-06-25 14:50:51,32745,42,477,973392,a36d0568-a5a5-4e7b-be46-30912aa07546
Dumitra Dochioiu,dumitradochioiu,dumitradochioiu@141.ro,6080909100420,2024-06-26,"Bulevardul Ana Dochioiu, Odorheiu Secuiesc, 625507",0244 679 225,26:5f:49:70:fb:c4,69.194.29.134,RO03EDRX7471994693545778,2025-06-25 14:50:51,11944,849,263,43598,37f9e8c6-3769-4720-ad74-cecae578c945
Fiona Dima,fionadima,fionadima@gmail.com,3560104145178,2007-09-19,"Soseaua Vlaicu Dumitrescu Nr. 10 Bl. 71  Sc. 43 Ap. 660, Sacueni, 270662",0726 371 370,2e:ee:92:42:ee:b3,205.200.158.37,RO27XSPD6358523863589861,2025-06-25 14:50:51,28241,654,380,1106823,a0b37bab-5885-4d77-93e3-0827ede8b64c
Adriana Popa,adrianapopa,adrianapopa@zzup.ro,1150831265907,1929-06-12,"Aleea Corneliu Toma, Gura Humorului, 944582",0234 019 684,c4:80:c2:5d:9d:32,103.157.74.54,RO11QHTL0476235585690116,2025-06-25 14:50:51,26357,428,378,506168,60d8d28c-6912-4450-83c3-e909f9c79e6c
Emanuel Nistor,emanuelnistor,emanuelnistor@141.ro,8130510361076,1952-06-15,"Drumul Popescu Nr. 318 Bl. 70  Sc. 61 Ap. 514, Buhusi, 952122",0737 495 604,ac:b1:a7:17:02:4d,12.218.41.187,RO18AECW6479665063241093,2025-06-25 14:50:51,34169,995,554,1965823,54f3cfbf-9754-4b14-b003-ed8d9e145754
Olivia Nistor,olivianistor,olivianistor@zzup.ro,6380631424066,2003-02-23,"Drumul Marin Pușcașu, Roman, 697646",0255 882 977,96:aa:0a:5c:6e:2b,213.204.187.94,RO40AVHR7020468881411738,2025-06-25 14:50:51,21533,546,612,567581,daf9a2d7-3b3d-4b96-b396-48903701286b
Agripina Popa,agripinapopa,agripinapopa@141.ro,6210913117943,2006-03-29,"Soseaua Popescu Nr. 95 Bl. 32  Sc. 85 Ap. 382, Dej, 839888",0264 351 067,e0:99:41:68:3e:89,123.92.230.243,RO21XGPO4891688848234030,2025-06-25 14:50:51,9267,577,327,163495,074e6001-a525-49b0-84d5-f57a9aae0d35
Norman Eftimie,normaneftimie,normaneftimie@141.ro,1800525314565,1920-07-13,"Bulevardul Pop Nr. 859 Bl. 53  Sc. 14 Ap. 609, Fundulea, 233861",0737 856 687,1c:9d:60:36:e1:c9,63.223.211.222,RO63GPSJ5922803786610173,2025-06-25 14:50:51,16685,961,272,158036,02c648c7-8551-48c8-8f84-0acf67ed825c
Pompilia Ionescu,pompiliaionescu,pompiliaionescu@acasa.ro,3970118267031,1916-05-16,"Aleea Diaconescu Nr. 28, Tudora, 614959",0755 201 775,04:01:85:16:5b:2a,132.196.167.15,RO36KZNN1274707104615202,2025-06-25 14:50:51,30427,497,305,739494,6a37c275-5943-473f-aecb-b26f1c0b54da
Florența Barbu,florențabarbu,florențabarbu@gmail.com,7670915459685,1919-09-26,"Bulevardul Aanei, Giarmata, 397426",0757 284 633,6e:8a:8a:e2:b6:e0,121.18.112.77,RO88VHVO9122437487755634,2025-06-25 14:50:51,28574,49,522,1296895,26a6e411-ed98-43a2-86c7-eba53e977eab
Nicolae Dochioiu,nicolaedochioiu,nicolaedochioiu@email.ro,6570527425158,1963-07-16,"Soseaua Pușcașu Nr. 154, Moinesti, 337184",0788 499 695,04:66:e2:04:fd:f7,66.206.185.100,RO53CKRL8913868183949634,2025-06-25 14:50:51,2482,43,234,286494,93b17759-b420-46cf-9fc2-d0e624ba1033
Antoaneta Nemeș,antoanetanemeș,antoanetanemeș@email.ro,5600224411119,1933-11-05,"Soseaua Niță Nr. 645, Piatra-Neamt, 559285",0753 935 267,62:fc:21:a6:36:2a,82.14.78.150,RO53RHJR9394555888869651,2025-06-25 14:50:51,18261,411,459,1666827,8ee403b7-6e5f-40c0-88be-7804d41c73ca
Brăduț Dochioiu,brăduțdochioiu,brăduțdochioiu@kappa.ro,7620631202431,1914-02-24,"Drumul Mocanu, Targu Frumos, 322773",0740 510 687,ce:7f:19:8d:e6:c0,26.250.88.161,RO45FUME0631634349969338,2025-06-25 14:50:51,6434,835,160,1439266,726938b9-9bc1-4f75-a04c-80615dc659c8
Flaviu Niță,flaviuniță,flaviuniță@post.ro,8960723205944,2021-03-18,"Aleea Diaconescu Nr. 56 Bl. 16  Sc. 41 Ap. 661, Fetesti-Gara, 638310",0237 763 867,8a:33:89:4d:11:d8,30.101.104.148,RO72AUHI2178867978425278,2025-06-25 14:50:51,9500,579,194,18329,bf445ecf-df24-4855-ae15-8c30d6b267a3
Lucențiu Marin,lucențiumarin,lucențiumarin@email.ro,6290120353710,1945-04-06,"Aleea Ionescu Nr. 20 Bl. 98  Sc. 11 Ap. 387, Alba Iulia, 604328",0257 363 359,c6:23:84:84:34:df,185.82.105.51,RO91MDLD2281523978614543,2025-06-25 14:50:51,25312,501,643,140072,c1cfc110-8e90-4f5c-a520-c6d4984ad5ee
Alina Ardelean,alinaardelean,alinaardelean@email.ro,4280223465101,1963-11-03,"Soseaua Diaconescu Nr. 940, Voluntari, 198748",0766 037 760,8a:5b:c7:30:b2:f7,175.16.177.75,RO12EPWJ4196900047010684,2025-06-25 14:50:51,1094,260,223,798804,9c701dcf-3c54-4d8f-bbaf-6931dd9df13c
Giorgiana Preda,giorgianapreda,giorgianapreda@acasa.ro,5061119402347,1925-11-26,"Strada Caius Eftimie Nr. 58 Bl. 42  Sc. 57 Ap. 762, Apahida, 175911",0769 798 484,0e:48:87:99:c2:09,66.149.141.95,RO68PRZY2171779167966789,2025-06-25 14:50:51,23860,566,789,1428935,653a08d8-ffe9-4898-9349-40a570025317
Anastasia Mocanu,anastasiamocanu,anastasiamocanu@kappa.ro,8950525055167,1990-08-16,"Drumul Diaconescu Nr. 958 Bl. 77  Sc. 57 Ap. 330, Sandominic, 901274",0244 818 455,6e:d7:d0:03:d1:3f,7.241.211.216,RO43BAME4464910554937219,2025-06-25 14:50:51,35363,94,251,780394,d2a6c33d-463b-4778-bd27-0f61427656bd
Eustațiu Suciu,eustațiusuciu,eustațiusuciu@kappa.ro,1700822289620,1973-03-13,"Intrarea Ghiță Stan Nr. 87 Bl. 60  Sc. 14 Ap. 753, Rucar, 749241",0729 906 572,26:bd:5c:4c:de:69,60.101.238.135,RO62ZEXJ2250983166585753,2025-06-25 14:50:51,158,510,64,132279,1af7e41f-a17c-4f62-a49d-d4a4a3bfd185
Geanina Oprea,geaninaoprea,geaninaoprea@gmail.com,1040325436239,1995-07-29,"Soseaua Tudor, Tudora, 153772",0734 754 287,ae:2d:59:ad:5c:97,65.73.136.134,RO08QCSB6636712859926399,2025-06-25 14:50:51,19479,767,383,990532,f7c3632c-56f8-47c9-a7dc-b691d2ef3076
Anișoara Preda,anișoarapreda,anișoarapreda@kappa.ro,6211118109646,1918-11-30,"Strada Ene Nr. 415, Copsa Mica, 299407",0759 403 582,98:04:ba:8c:7d:2e,141.169.77.92,RO67PBEV7175578126522131,2025-06-25 14:50:51,30193,882,120,468357,bee0b03b-948d-4132-88bd-7583cc88f81c
Rafila Voinea,rafilavoinea,rafilavoinea@acasa.ro,8430307331571,1919-05-26,"Intrarea Diaconescu, Sabaoani, 648967",0242 257 005,be:bd:55:fb:a6:dc,57.126.126.197,RO50IHBV6456151553351084,2025-06-25 14:50:51,22995,407,332,551268,bd35a7d4-e6b8-4fee-81b2-b77ca824049b
Petrică Manole,petricămanole,petricămanole@zzup.ro,4441214397491,1980-07-31,"Intrarea Stan Nr. 406 Bl. 58  Sc. 59 Ap. 616, Pantelimon, 112360",0730 620 784,22:10:fa:5e:e2:1a,207.80.64.162,RO93ITVT7107178854229844,2025-06-25 14:50:51,28264,399,475,1006671,643610d6-034d-44ab-b3d0-1353cf19f141
Marina Toma,marinatoma,marinatoma@zzup.ro,7950125373878,2000-03-07,"Strada Brândușa Ababei, Urziceni, 227767",0758 680 000,5a:48:db:c8:bb:cb,201.224.179.131,RO07YDSX0862778316134841,2025-06-25 14:50:51,1834,870,651,486039,991a63c1-8566-453f-935d-0bb5c3d2e138
Ruxandra Tomescu,ruxandratomescu,ruxandratomescu@acasa.ro,5411209417493,1969-08-01,"Intrarea Lili Ioniță Nr. 68, Bumbesti-Jiu, 443772",0788 143 909,d6:6e:e9:b7:4c:65,74.48.185.36,RO67GTKV0258455102721032,2025-06-25 14:50:51,35660,926,483,103956,9b2502cf-75b9-49ce-bce9-d0f62f07b5eb
Teodosia Preda,teodosiapreda,teodosiapreda@post.ro,8880121468654,1926-02-01,"Bulevardul Albu Nr. 996 Bl. 52  Sc. 19 Ap. 351, Tomesti, 419713",0261 380 298,12:4c:2d:a1:fa:15,165.237.30.72,RO08EJXV5493845733835809,2025-06-25 14:50:51,25085,550,417,1888745,bd94a12f-810a-4b56-b0fe-761b3e1432b2
Ina Stancu,inastancu,inastancu@acasa.ro,4250325112061,1925-06-07,"Aleea Diaconescu, Fagetel (Remetea), 953048",0250 947 242,1e:6e:78:7d:05:17,102.248.169.1,RO64TEEF5051087424278709,2025-06-25 14:50:51,22071,941,33,1153523,2ca74f17-4db1-443d-b9ff-786a58c845e0
Matilda Nemeș,matildanemeș,matildanemeș@acasa.ro,8991003367988,1923-01-25,"Soseaua Dumitru Preda Nr. 37, Craiova, 973577",0764 795 190,1a:eb:ee:0b:e2:dd,166.121.120.188,RO95NFCG1367739292450536,2025-06-25 14:50:51,7867,386,567,921290,98315578-a518-4c1e-89b8-d60a83f8ea6c
Cătălin Marin,cătălinmarin,cătălinmarin@kappa.ro,7010129108480,1933-01-01,"Soseaua Florea Nr. 75 Bl. 14  Sc. 51 Ap. 464, Sebis, 167952",0764 409 770,1c:cb:db:ba:e1:04,110.177.90.34,RO48IOES9791142956673432,2025-06-25 14:50:51,29629,126,0,47746,f05e2263-cda2-43f3-9f7f-963a59080fb0
Gabi Popa,gabipopa,gabipopa@gmail.com,5110424015998,1983-05-05,"Soseaua Tania Tomescu, Lugoj, 182822",0720 071 948,24:06:14:84:7b:bb,109.35.60.218,RO65QCQI4741915723346367,2025-06-25 14:50:51,34070,973,4,1884308,051da1c8-959b-4f06-82ff-7ea3bee47809
Dacian Stan,dacianstan,dacianstan@141.ro,5160430046284,1927-06-16,"Strada Gheorghiu Nr. 46 Bl. 54  Sc. 50 Ap. 363, Stei, 218475",0727 393 058,54:ad:46:8e:dd:d5,12.179.194.108,RO82ROAW8269624337421850,2025-06-25 14:50:51,17393,116,162,721119,ecb4fdab-56c6-447f-ac15-87311e4ff7dd
Aneta Pop,anetapop,anetapop@kappa.ro,2690622434810,1980-03-23,"Aleea Ababei, Murfatlar, 179298",0762 384 723,d8:fb:6c:5e:f0:8a,151.19.89.166,RO14AQNC7579241034838330,2025-06-25 14:50:51,31510,900,391,106401,70c208c7-0a03-473b-9199-de228b2acfab
Iolanda Ababei,iolandaababei,iolandaababei@email.ro,8510925451076,2009-01-23,"Bulevardul Ababei Nr. 23 Bl. 57  Sc. 32 Ap. 933, Arad, 935922",0748 580 850,14:0f:4f:21:e2:81,86.89.123.231,RO19YJRU5084469507570560,2025-06-25 14:50:51,18448,763,243,1079307,915abce4-70aa-4fb3-a9fc-9d430250d319
Ivan Nistor,ivannistor,ivannistor@acasa.ro,7650531458721,2024-06-07,"Soseaua Marcel Suciu Nr. 49, Sadova, 102921",0780 081 699,e0:47:41:25:c7:ee,155.45.92.167,RO32FUGN5130486950710317,2025-06-25 14:50:51,19999,763,139,1134589,b632e89f-2f89-401b-9eaf-ce7b2bf2e422
Dana Suciu,danasuciu,danasuciu@post.ro,5240427401106,2013-10-13,"Intrarea Popa, Pecica, 507082",0732 307 427,70:c5:5c:7e:ec:18,179.28.32.248,RO92JZJH1466971967901318,2025-06-25 14:50:51,7083,211,20,1896119,ed88e30f-67da-4ce8-b978-374464c8224e
Radu Georgescu,radugeorgescu,radugeorgescu@email.ro,6411030525084,1998-07-11,"Soseaua Oprea Nr. 830, Techirghiol, 542288",0269 263 028,84:7b:0d:d6:07:c5,180.231.172.21,RO92MDMP4437593562131788,2025-06-25 14:50:51,19279,174,651,1127987,4c96b115-d4ca-41c6-b5a7-34f29e52bcfa
Domnica Pușcașu,domnicapușcașu,domnicapușcașu@kappa.ro,1371227354258,1973-10-13,"Aleea Barbu, Savinesti, 758560",0738 619 959,2e:96:9c:21:6d:6a,23.242.189.215,RO39TCBG6980132244497469,2025-06-25 14:50:51,26921,313,458,1403033,ac8de23e-8aa5-4304-9c25-2d58e922b57f
Nicu Eftimie,nicueftimie,nicueftimie@141.ro,7490622457251,1986-06-27,"Strada Voinea Nr. 498, Vulcan, 436242",0763 944 892,e0:6c:85:2b:ba:b7,200.171.205.166,RO27FEUX8261048005516645,2025-06-25 14:50:51,30942,117,312,1650163,410c78d5-559a-4000-a0ce-354235e4e569
Tamara Diaconu,tamaradiaconu,tamaradiaconu@kappa.ro,5150820404889,1956-08-07,"Drumul Barbu Nr. 199 Bl. 87  Sc. 18 Ap. 128, Roseti, 340020",0253 344 767,2c:9b:f5:ad:58:db,41.21.207.73,RO74HUGT7554730479035386,2025-06-25 14:50:51,4132,832,744,227608,b1e6fe18-f06f-490e-a86c-4b858dd1a97d
Petru Diaconescu,petrudiaconescu,petrudiaconescu@zzup.ro,4590430078958,1985-06-07,"Soseaua Gabi Dobre, Deta, 297424",0761 434 616,18:c9:8d:87:4f:10,50.69.23.171,RO67NLNE9557425766081193,2025-06-25 14:50:51,17655,164,305,510305,a07c708a-8044-4bad-902d-8ee77fae0045
Suzana Nistor,suzananistor,suzananistor@zzup.ro,8460808347962,2011-09-18,"Drumul Grațiela Diaconescu Nr. 85 Bl. 92  Sc. 39 Ap. 641, Codlea, 911754",0762 124 342,04:19:19:dd:17:d3,200.238.219.73,RO28WVHO5132147123113868,2025-06-25 14:50:51,26320,371,715,1246056,33d79293-a645-41a1-9754-71a92865153b
Arian Nistor,ariannistor,ariannistor@email.ro,3610408245655,1926-11-24,"Aleea Stănescu, Valea Mare (Babeni), 211181",0728 471 072,22:de:5f:c2:70:da,220.141.142.15,RO15HTRW8659162643246123,2025-06-25 14:50:51,29733,3,69,1943318,9cad688b-9525-4ae0-92a3-3916e3c5a2a7
Tudor Popa,tudorpopa,tudorpopa@kappa.ro,1480624247841,1946-01-22,"Aleea Ardelean, Sighetu Marmatiei, 872187",0241 634 314,3c:58:1e:e3:e1:54,156.41.163.218,RO73LPUB2124262783889371,2025-06-25 14:50:51,1137,487,574,1373411,0f4b9c69-98d0-4a70-ade6-02d556338a06
Romulus Tabacu,romulustabacu,romulustabacu@acasa.ro,1960609434379,1989-05-12,"Soseaua Pop Nr. 946 Bl. 34  Sc. 12 Ap. 796, Pitesti, 271106",0232 743 019,e2:e4:b8:c0:cb:20,192.95.92.115,RO95OZYN3498488879056829,2025-06-25 14:50:51,12323,812,102,1922450,06d19f6d-068a-4e28-a0f9-b6a2c1fc38b6
Nidia Nistor,nidianistor,nidianistor@post.ro,3320413427937,1941-09-05,"Intrarea Tabacu Nr. 851 Bl. 28  Sc. 97 Ap. 875, Otopeni, 846261",0729 549 622,2a:14:e3:38:c8:68,149.98.127.174,RO28EFEO9789731584062060,2025-06-25 14:50:51,31242,426,421,187889,8b77e918-1204-4a2d-82e8-ffefa7001fbf
Giorgiana Dumitrescu,giorgianadumitrescu,giorgianadumitrescu@acasa.ro,3040827177225,1960-10-23,"Soseaua Stoica, Tuzla, 599928",0728 622 497,bc:a1:7d:9e:e9:2b,91.65.188.73,RO60JOHL4207133272535317,2025-06-25 14:50:51,8623,328,508,1623919,aae90f6f-ce1d-447a-955e-0c6b59720d69
Simona Aanei,simonaaanei,simonaaanei@141.ro,7541010182801,2021-04-10,"Intrarea Eftimie Nr. 636, Valea Caselor (Dragasani), 746142",0265 988 710,9a:60:11:b5:75:ef,120.229.70.174,RO47CNRE9605482423456692,2025-06-25 14:50:51,16735,255,785,498678,9716dbfa-bab0-4758-9be6-29dba68c4730
Doriana Georgescu,dorianageorgescu,dorianageorgescu@email.ro,4791118012412,1958-03-22,"Drumul Janeta Dinu Nr. 304 Bl. 85  Sc. 53 Ap. 339, Alba Iulia, 447486",0760 171 067,70:a8:8d:51:0e:0e,89.205.53.90,RO38ANWZ5752626299020609,2025-06-25 14:50:51,27213,313,675,145950,d6671d6c-9f1c-48b9-86df-3c56842bcda5
Relu Stoica,relustoica,relustoica@email.ro,8240119255439,2007-10-24,"Strada Ardelean Nr. 48 Bl. 31  Sc. 25 Ap. 926, Magurele, 471265",0728 807 240,ca:3d:0b:06:c5:f4,86.236.118.184,RO84ZOZD9850826313668589,2025-06-25 14:50:51,33679,710,93,1472348,65d250f3-108f-49fb-810f-ba2ba6e64e57
Zaharia Georgescu,zahariageorgescu,zahariageorgescu@141.ro,7740921047228,1981-11-25,"Drumul Dominic Dochioiu, Toplita, 466116",0268 364 233,d2:67:14:87:68:6f,37.37.122.168,RO59VGZP5630962945285603,2025-06-25 14:50:51,9386,959,61,940210,d26bee7e-098a-4661-8647-be649d087088
Titus Popescu,tituspopescu,tituspopescu@zzup.ro,8550423070133,1996-09-23,"Strada Julieta Diaconescu Nr. 246 Bl. 21  Sc. 87 Ap. 100, Glina, 706293",0766 736 701,7a:02:84:08:bf:2d,83.230.136.189,RO20CJZC7343568366914208,2025-06-25 14:50:51,9025,4,218,1490061,c853ffdf-a43f-48d6-b8cd-be83e1d4dae4
Aleodor Voinea,aleodorvoinea,aleodorvoinea@141.ro,8691120068289,1993-09-07,"Soseaua Ștefana Toma Nr. 937, Miercurea-Ciuc, 974602",0769 147 958,7e:db:93:df:f4:de,85.181.30.43,RO51XWCO7316447642166240,2025-06-25 14:50:51,14275,204,643,1808445,cec12e21-56df-4168-b091-de315c77e041
